region,PROVINCE,BEINGBULLIED,PERCOMP,PERCOOP,GFOFAIL,EUDMO,SWBP,BELONG,ST207Q01HA,ST207Q02HA,ST207Q03HA,ST207Q04HA,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q04TA,SC017Q01NA,SC017Q03NA,SC161Q01SA
Region I,La Union,-0.7823,1.563,1.6762,0.4637,1.7411,0.6502,1.4685,2.0,4.0,3.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,2.4601,1.1085,-0.1855,1.8905,0.2621,1.2386,0.3581,2.0,,3.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,1.4721,0.0866,-0.1855,1.8905,0.8126,0.7301,-0.3184,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,2.0604,-1.4753,0.6012,-0.13,1.348,0.7301,-0.6765,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,1.0457,0.6912,0.6012,0.4637,0.2621,-1.1176,-0.627,2.0,3.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,-0.7823,0.6912,0.6012,-0.2006,-0.3121,0.7301,0.1899,2.0,3.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,0.7294,-1.2276,-0.8357,-1.8939,-0.8645,-0.3171,-1.1351,1.0,2.0,3.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,-0.7823,0.6912,0.6012,-0.687,0.2621,0.7301,-0.3184,2.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,1.1625,-0.6142,-0.9391,0.4637,0.2621,-0.5928,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,0.7294,-0.1532,-0.5358,,-0.3121,-0.5928,-0.6464,3.0,3.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,3.8591,0.6912,0.6012,-1.8939,1.7411,0.7301,-0.3184,2.0,3.0,2.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,2.4601,2.0378,0.6012,1.4083,0.2621,-1.566,-0.8245,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,1.2618,-0.6142,-0.9391,-0.687,0.2621,1.2386,-0.3184,2.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,1.1625,0.6912,0.6012,0.4637,0.2621,-0.5928,-0.5707,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,-0.7823,-0.2309,0.6012,0.1097,1.7411,0.6502,-0.3184,3.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,-0.7823,-0.6142,1.3256,1.1422,1.7411,1.2386,0.6678,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,1.5082,-0.6142,0.6012,-0.4342,0.2621,0.1869,0.472,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,2.4601,-0.6142,-0.1855,0.4637,-0.267,-0.5928,-0.8273,3.0,3.0,4.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,1.1625,-0.6142,-0.9391,0.4637,0.2621,0.7301,-0.0358,2.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,2.0604,2.0378,1.6762,1.8905,1.7411,-0.5928,-0.6111,4.0,4.0,1.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,2.0987,0.6912,1.0891,-0.2006,0.9269,1.2386,0.0731,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,2.07,-0.6142,-0.9391,0.4637,0.2621,1.2386,-1.2605,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,1.7316,,-0.1855,0.4637,0.8126,0.7301,0.9423,3.0,4.0,4.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,2.07,0.6912,0.6012,1.8905,0.2621,1.2386,0.1554,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,1.4812,-0.6142,-0.9391,-0.13,0.2621,-0.5928,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,2.1776,-0.2309,0.6012,-0.687,-0.1652,,-0.3184,2.0,3.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,1.1625,0.6912,0.6012,-0.2006,0.2621,-0.5928,-0.6659,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,-0.7823,-1.0299,1.6762,-1.8939,1.7411,-0.5928,0.6653,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,1.1625,-0.6142,-0.9391,0.4637,0.2621,1.2386,-0.6464,2.0,2.0,2.0,2.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,0.7703,0.6912,-0.9391,-1.8939,1.7411,-0.5928,-0.6464,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,0.7703,1.0326,0.6012,0.1097,-0.3121,1.2386,0.0595,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,0.7703,2.0378,-0.9391,1.3423,-0.6723,0.1038,-1.0523,3.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,1.1625,0.6912,-0.9391,0.4637,0.2621,-1.566,-0.3184,2.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,0.8233,-0.769,0.6012,0.4637,-2.1464,0.7301,0.3018,3.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,0.7703,-0.2309,0.6012,1.8905,0.2621,-0.5928,0.2159,4.0,1.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,1.7926,0.6912,0.6012,-0.2006,1.7411,1.2386,-3.2367,1.0,1.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,-0.7823,0.6912,-0.9391,-1.4869,-0.3121,0.2659,1.4685,3.0,3.0,1.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,2.1088,-1.36,-1.6237,-1.1597,-1.2188,,-0.8273,2.0,1.0,2.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,-0.7823,2.0378,0.6012,-0.4342,0.2621,,-0.3184,1.0,1.0,1.0,1.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,0.7703,0.6912,-0.9391,0.8794,-0.9827,-0.5928,-1.6792,2.0,2.0,4.0,2.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,0.2907,-0.3183,1.6762,1.1422,0.2621,1.2386,0.6576,3.0,4.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,1.8016,0.6912,-0.9391,-0.2006,0.2621,1.2386,-0.6467,2.0,2.0,3.0,,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,2.0987,-0.6142,1.6762,1.8905,0.2621,0.1038,-0.4745,2.0,3.0,4.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,2.4601,-0.6142,0.6012,-0.2006,0.2621,1.2386,0.472,3.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,1.5436,1.2186,-0.9391,-1.109,0.2621,-0.5928,0.0509,1.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,2.9705,1.2186,0.6012,0.8207,0.2621,0.6502,-0.0633,3.0,3.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,1.5082,0.6912,0.6012,0.4637,0.2621,1.2386,-0.3184,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,1.5082,-0.1532,-0.9391,0.4637,0.2621,-0.5928,-0.3184,2.0,3.0,2.0,1.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,3.8591,0.6912,-0.9391,0.1097,0.2621,0.5012,-0.9879,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,1.8633,0.6912,0.6012,0.4637,-0.1652,1.2386,-0.3184,4.0,3.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,-0.7823,0.6912,-0.3277,0.4637,0.2621,-0.5928,-0.4415,2.0,3.0,2.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,2.07,0.6912,0.6012,0.4637,0.2621,1.2386,0.0595,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,0.7703,-0.6142,-0.9391,1.8905,0.8126,-0.5928,-0.3184,3.0,3.0,3.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,1.7926,-0.2309,0.6012,-0.4342,1.7411,1.2386,1.4685,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,1.1625,-1.0299,1.6762,-1.8939,1.7411,-0.5928,-0.4916,4.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
Region I,La Union,1.1625,-0.6142,-0.9391,0.052,-0.9827,-1.566,-0.2194,2.0,2.0,2.0,2.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,1.4721,0.9011,1.6762,1.8905,1.7411,1.2386,-0.2134,4.0,3.0,4.0,3.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,5.0,0.0,Not at all,Very little,Not checked
Region I,La Union,1.7757,2.0378,1.6762,-0.7592,1.7411,1.2386,2.7249,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",,100.0,,Not at all,Not at all,Not checked
Region I,La Union,2.1776,2.0378,0.9747,1.8905,1.7411,1.2386,2.7249,3.0,4.0,4.0,4.0,A town (15 000 to about 100 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",98.0,1.0,0.0,Not at all,To some extent,Not checked
